"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","ONT","Term","Definition"
"GO:0005789","GO:0005789",369,0.402431881920675,4.61476746023965,1e-10,7.12864599311152e-09,5.94310111375669e-09,1557,"tags=60%, list=27%, signal=47%","YOR002W/YDR349C/YBR283C/YGR106C/YLR242C/YMR013C/YPL218W/YAL053W/YBR004C/YBL082C/YBR036C/YCR017C/YOR149C/YGL001C/YLR450W/YLL031C/YOR103C/YMR149W/YNR019W/YBL020W/YGL200C/YGL142C/YDR205W/YKL207W/YLR459W/YOR175C/YIL109C/YKL008C/YDR319C/YJL002C/YIL090W/YAR002C-A/YPR028W/YHR072W/YML048W/YER019C-A/YGR284C/YJL097W/YMR272C/YIL043C/YNL146W/YML075C/YEL002C/YNL321W/YHR190W/YLR050C/YLR100W/YNL219C/YKR053C/YGR036C/YBR058C-A/YOR067C/YPR181C/YGR038W/YBL040C/YGR263C/YMR022W/YOR321W/YBR070C/YDR411C/YHR188C/YGL055W/YJL001W/YJL134W/YLR404W/YIL039W/YOR311C/YMR202W/YNL080C/YOL044W/YFR050C/YNL130C/YKL100C/YGR175C/YJR143C/YHR101C/YAL023C/YER044C/YLR088W/YJR010C-A/YOR016C/YJR013W/YDL095W/YOR171C/YLR064W/YNR030W/YDL093W/YKR030W/YFR042W/YPR071W/YPR113W/YJL091C/YDR307W/YGR227W/YPR103W/YBR106W/YBR110W/YGR172C/YOL003C/YDL126C/YPL096C-A/YLR378C/YML019W/YLR246W/YDR492W/YDR434W/YNL156C/YOL013C/YEL031W/YMR274C/YJL062W/YPL244C/YDR302W/YIL030C/YOR157C/YKL165C/YPL175W/YHR142W/YCL052C/YGR199W/YGL002W/YDR245W/YDL015C/YGL065C/YGR060W/YOR044W/YBR265W/YOR085W/YNL263C/YCL045C/YOR245C/YJR117W/YGR157W/YAL042W/YMR200W/YBR159W/YNL048W/YBR243C/YER083C/YER140W/YLR208W/YIR022W/YDR437W/YPL087W/YJR131W/YMR134W/YJR118C/YCR011C/YGL226C-A/YFL025C/YDR297W/YOR165W/YHL003C/YDL212W/YML067C/YGL022W/YPL094C/YBL011W/YPR003C/YER012W/YOL009C/YER094C/YPR063C/YDR519W/YDL193W/YML029W/YML012W/YDL072C/YOR254C/YHR042W/YGR105W/YEL004W/YOR377W/YNL024C-A/YGL225W/YIL027C/YGL139W/YLR023C/YDR057W/YLR066W/YML055W/YPL221W/YOR086C/YDR233C/YMR122W-A/YJL196C/YNL149C/YPR183W/YHR110W/YDL195W/YOR152C/YBR005W/YLR034C/YDR126W/YGL231C/YMR264W/YDR326C/YGL020C/YLR207W/YPR037C/YFL038C/YML059C/YMR065W/YNL181W/YER120W/YLR350W/YGL126W/YHR004C/YCR067C/YDR498C/YCR044C/YER087C-B/YPR139C/YDR331W/YGL010W/YHR098C/YLL006W/YDR292C/YAL009W/YLR310C/YLR372W/YDL010W","CC","endoplasmic reticulum membrane","The lipid bilayer surrounding the endoplasmic reticulum."
"GO:0005783","GO:0005783",650,0.370318639748926,4.57685974399218,1e-10,7.12864599311152e-09,5.94310111375669e-09,1829,"tags=60%, list=32%, signal=46%","YOR002W/YDR349C/YBR283C/YGR106C/YLR242C/YMR013C/YPL218W/YAL053W/YBR004C/YBL082C/YBR036C/YCR017C/YOR149C/YPR165W/YGR216C/YGL084C/YJL094C/YGL001C/YLR450W/YLL031C/YPL076W/YOR103C/YMR149W/YNR019W/YBL020W/YMR238W/YGL200C/YOL030W/YPL189W/YGL142C/YDR456W/YDR205W/YKL207W/YBR287W/YLR459W/YOR175C/YIL109C/YKL008C/YDR319C/YJL002C/YIL090W/YAR002C-A/YPR198W/YPR028W/YHR072W/YML048W/YER019C-A/YDR459C/YGR284C/YJL097W/YMR272C/YJR106W/YLL015W/YGL077C/YLR241W/YBR096W/YIL043C/YNL146W/YBR023C/YML075C/YEL002C/YNL044W/YHR190W/YLR050C/YEL063C/YLR100W/YNL219C/YKR053C/YGR036C/YBR058C-A/YOR067C/YPR181C/YGR038W/YBL040C/YGL160W/YGR263C/YJL171C/YMR022W/YOR321W/YBR070C/YGL167C/YIL102C-A/YDR411C/YHR188C/YGL055W/YJL134W/YLR404W/YIL039W/YOR311C/YPR109W/YBR041W/YMR202W/YJR051W/YMR297W/YNL080C/YOL044W/YFL041W/YHR039C/YNL130C/YHR045W/YKL100C/YGR175C/YKL174C/YJR143C/YHR101C/YAL023C/YER044C/YLR088W/YJR010C-A/YOR016C/YJR013W/YKL004W/YDL095W/YDR062W/YOR171C/YLR064W/YNR030W/YDL093W/YKR030W/YFR042W/YDR504C/YLL048C/YPR071W/YPR113W/YJL091C/YDR307W/YPL274W/YGR227W/YMR246W/YGL012W/YBR106W/YEL064C/YBR110W/YGR172C/YOL003C/YMR306W/YKR051W/YDL126C/YKL047W/YPL096C-A/YLR378C/YML019W/YLR246W/YGL075C/YDR492W/YNR048W/YDR434W/YGR016W/YNL156C/YOL013C/YEL031W/YMR274C/YPL006W/YDR304C/YJR126C/YJL062W/YLR414C/YPL244C/YCL043C/YDR302W/YDL100C/YPR138C/YIL030C/YOL092W/YKL165C/YPL175W/YGL247W/YDR294C/YHR142W/YCL052C/YPL154C/YGR199W/YGL002W/YDR245W/YDL015C/YGL065C/YGR060W/YOR044W/YFL005W/YBR265W/YDR518W/YOR085W/YNL280C/YNL263C/YDR160W/YJL139C/YDR182W/YCL045C/YOR245C/YMR015C/YGL204C/YJR117W/YGR157W/YAL042W/YMR008C/YCL001W/YBR207W/YMR200W/YBR159W/YNL048W/YBR243C/YER083C/YER072W/YER140W/YLR208W/YIR022W/YPR088C/YDR437W/YPL087W/YBR160W/YJR131W/YMR292W/YOR008C/YKL077W/YMR134W/YJL183W/YJR118C/YCR011C/YGL226C-A/YGL140C/YFL025C/YFR020W/YDR297W/YFR026C/YOR165W/YHL003C/YDL212W/YOR059C/YML067C/YGL022W/YNL323W/YPL094C/YMR010W/YLR047C/YBL011W/YDR472W/YPR003C/YLR130C/YOL009C/YKL175W/YER076C/YNR075W/YOR079C/YHR181W/YPR063C/YMR258C/YOL031C/YNL029C/YDR519W/YDL193W/YBR078W/YJL117W/YOR317W/YFR018C/YML029W/YML012W/YDL072C/YOL088C/YKL046C/YOR254C/YHR042W/YLR283W/YGR105W/YEL004W/YOR377W/YJL012C/YNL326C/YKR068C/YNL024C-A/YML008C/YGL225W/YNR065C/YFL004W/YHR027C/YIL027C/YGL139W/YLR023C/YDR057W/YKR055W/YOR003W/YGL228W/YLR066W/YNL294C/YML055W/YPL221W/YKL073W/YPR173C/YOR115C/YOR086C/YOL073C/YDR233C/YMR122W-A/YJL196C/YNL149C/YPR183W/YGR191W/YHR110W/YDL195W/YHR007C/YJL167W/YOR152C/YJR112W-A/YBR005W/YDR236C/YLR034C/YOR288C/YHR175W/YIR033W/YER019W/YDR476C/YMR029C/YDR126W/YGL231C/YHR204W/YMR264W/YER004W/YGL194C-A/YDR326C/YMR152W/YKL020C/YGL020C/YLR207W/YPR037C/YFL038C/YML059C/YJL034W/YMR065W/YNL181W/YER120W/YLR350W/YGL126W/YHR004C/YCR067C/YDR498C/YBR042C/YCR044C/YER087C-B/YMR110C/YPR139C/YGL051W/YDR331W/YDR196C/YOR307C/YLR138W/YGL010W/YBR204C/YHR098C/YBR068C/YLL006W/YDR292C/YAL009W/YGR004W/YLR372W/YOL060C/YGR026W/YLL023C/YOL162W/YNL127W/YHR133C/YNL159C/YGR149W/YNL046W/YLR268W/YNL287W/YML072C/YFR048W/YER074W-A/YLR292C/YMR305C/YPR149W/YBR293W/YIL040W/YGL145W/YIL023C/YOL020W/YOR336W/YNR016C/YPL207W/YBR170C/YMR162C/YKL094W/YEL001C/YOL147C/YGL027C/YMR171C/YMR040W/YNL125C/YJR040W/YKR014C","CC","endoplasmic reticulum","The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."
"GO:0006506","GO:0006506",31,0.719651697808896,4.09707392803815,1e-10,7.12864599311152e-09,5.94310111375669e-09,671,"tags=81%, list=12%, signal=72%","YLR242C/YBR004C/YCR017C/YOR149C/YGR216C/YGL084C/YLL031C/YPL076W/YPL189W/YGL142C/YLR459W/YHR188C/YIL039W/YLR088W/YJR013W/YJL091C/YPL096C-A/YDR434W/YJL062W/YDR302W/YKL165C/YPL175W/YCL052C/YDR182W/YDR437W","BP","GPI anchor biosynthetic process","The chemical reactions and pathways resulting in the formation of a glycosylphosphatidylinositol (GPI) anchor that attaches some membrane proteins to the lipid bilayer of the cell membrane. The phosphatidylinositol group is linked via the C-6 hydroxyl residue of inositol to a carbohydrate chain which is itself linked to the protein via an ethanolamine phosphate group, its amino group forming an amide linkage with the C-terminal carboxyl of the protein. Some GPI anchors have variants on this canonical linkage."
"GO:0030176","GO:0030176",67,0.539532844230276,4.06797443514734,1e-10,7.12864599311152e-09,5.94310111375669e-09,1546,"tags=78%, list=27%, signal=57%","YMR013C/YBR004C/YBR036C/YDR319C/YIL090W/YML048W/YJL097W/YPR159W/YGR036C/YBL040C/YBR070C/YIL102C-A/YDR411C/YHR188C/YGL055W/YLR404W/YOR311C/YHR101C/YJR010C-A/YFR042W/YGL012W/YLR246W/YCL005W/YMR274C/YJL062W/YPL244C/YIL030C/YNL280C/YJR117W/YAL042W/YER140W/YDR437W/YPL087W/YGR143W/YDL212W/YML067C/YPL094C/YBL011W/YHR181W/YEL004W/YDR233C/YJL196C/YBR005W/YIR033W/YMR264W/YKL020C/YPR037C/YER120W/YGL126W/YCR067C/YLL006W/YLR372W","CC","integral component of endoplasmic reticulum membrane","The component of the endoplasmic reticulum membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"GO:0006486","GO:0006486",61,0.553907545774387,4.04486964764191,1e-10,7.12864599311152e-09,5.94310111375669e-09,1144,"tags=70%, list=20%, signal=57%","YOR002W/YOR099W/YMR013C/YBL082C/YOR103C/YMR149W/YER005W/YJL002C/YNR059W/YEL002C/YNL219C/YGR036C/YOR067C/YOR321W/YJR143C/YAL023C/YDL095W/YNR030W/YDR483W/YDL093W/YDR307W/YGR227W/YBR110W/YML019W/YBR015C/YGR199W/YER003C/YGL065C/YOR085W/YJL139C/YNL048W/YBR243C/YJR131W/YJL183W/YGL226C-A/YPL053C/YGL022W/YIL014W/YNL029C/YDL193W/YIL085C/YKR061W/YPR183W","BP","protein glycosylation","A protein modification process that results in the addition of a carbohydrate or carbohydrate derivative unit to a protein amino acid, e.g. the addition of glycan chains to proteins."
"GO:0000502","GO:0000502",40,0.604158440336855,3.79261224354441,1e-10,7.12864599311152e-09,5.94310111375669e-09,1834,"tags=90%, list=32%, signal=62%","YER021W/YLR450W/YGL048C/YDR427W/YOR117W/YDR394W/YJL001W/YOR261C/YFR050C/YPR103W/YIL075C/YGR135W/YDL097C/YFR052W/YOR157C/YDL147W/YBL041W/YOR362C/YLR421C/YPR108W/YKL145W/YER012W/YHL030W/YER094C/YMR314W/YOR259C/YFR010W/YML092C/YHR027C/YGL011C/YFR004W/YOL038W/YGR253C/YHR200W/YGL004C/YGL141W","CC","proteasome complex","A large multisubunit complex which catalyzes protein degradation, found in eukaryotes, archaea and some bacteria. In eukaryotes, this complex consists of the barrel shaped proteasome core complex and one or two associated proteins or complexes that act in regulating entry into or exit from the core."
"GO:0000030","GO:0000030",28,0.688315764814539,3.76659849810233,1e-10,7.12864599311152e-09,5.94310111375669e-09,1096,"tags=86%, list=19%, signal=70%","YOR099W/YBR004C/YBL082C/YOR149C/YGL142C/YNL219C/YOR321W/YJR143C/YAL023C/YJR013W/YDL095W/YNR030W/YDR483W/YDL093W/YDR307W/YBR110W/YCL052C/YGR199W/YJL139C/YPL053C/YNL029C/YPL057C/YIL085C/YKR061W","MF","mannosyltransferase activity","Catalysis of the transfer of a mannosyl group to an acceptor molecule, typically another carbohydrate or a lipid."
"GO:0006487","GO:0006487",43,0.580943093494595,3.75218611683184,1e-10,7.12864599311152e-09,5.94310111375669e-09,1096,"tags=72%, list=19%, signal=59%","YOR002W/YOR099W/YFL045C/YOR103C/YMR149W/YKL104C/YJL002C/YEL002C/YNL219C/YGR036C/YOR067C/YNL080C/YNR030W/YDR483W/YGR227W/YBR110W/YML019W/YDR245W/YOR085W/YJL139C/YMR200W/YNL048W/YBR243C/YJL183W/YGL226C-A/YPL053C/YGL022W/YNL029C/YOR320C/YIL085C/YKR061W","BP","protein N-linked glycosylation","A protein glycosylation process in which a carbohydrate or carbohydrate derivative unit is added to a protein via the N4 atom of peptidyl-asparagine, the omega-N of arginine, or the N1' atom peptidyl-tryptophan."
"GO:0006629","GO:0006629",151,0.390721648190857,3.7466203179547,1e-10,7.12864599311152e-09,5.94310111375669e-09,1803,"tags=65%, list=31%, signal=46%","YLR242C/YGL001C/YML126C/YLR450W/YOR175C/YKL008C/YER005W/YDR367W/YHR072W/YJL097W/YMR272C/YNR043W/YML075C/YHR190W/YMR220W/YLR100W/YKR053C/YGL055W/YJL134W/YJR098C/YKL140W/YLR404W/YMR202W/YNL130C/YMR208W/YER044C/YKL004W/YDR062W/YOR171C/YPR113W/YMR246W/YOL002C/YOL011W/YGL012W/YJR107W/YPL006W/YDR294C/YDL015C/YGR060W/YBR265W/YNL280C/YOR245C/YMR015C/YPL103C/YPL117C/YGR157W/YMR008C/YPL148C/YBR159W/YHR100C/YDR444W/YLR099C/YMR134W/YDR297W/YMR313C/YKL182W/YHL003C/YGL144C/YOR059C/YBL011W/YDL237W/YLR118C/YOR317W/YNL094W/YHR042W/YML008C/YPL110C/YPL231W/YLR260W/YJL196C/YPL268W/YHR007C/YJL167W/YER019W/YML059C/YOR180C/YGL126W/YBR042C/YPR139C/YCL026C-A/YOR126C/YBR204C/YPL206C/YAL009W/YLR372W/YDL142C/YDL109C/YLL012W/YGR149W/YNL169C/YNL106C/YNR016C/YKL055C/YDL133W/YGR233C/YKR019C/YGR046W/YMR006C","BP","lipid metabolic process","The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."
"GO:0005794","GO:0005794",258,0.34191468041967,3.68632206217072,1e-10,7.12864599311152e-09,5.94310111375669e-09,2389,"tags=70%, list=42%, signal=43%","YOR099W/YLR242C/YPL218W/YKR088C/YPR165W/YJL094C/YGL200C/YDR205W/YIL109C/YER005W/YER125W/YAR002C-A/YDR367W/YPR028W/YOR034C/YDR459C/YIL047C/YIL048W/YNR059W/YNL044W/YPR159W/YBR187W/YPR181C/YBL040C/YPL010W/YGL167C/YMR054W/YPR109W/YNL130C/YPL145C/YKL174C/YOR016C/YKL004W/YOR171C/YPL246C/YDR483W/YKR030W/YDR238C/YBL102W/YPR113W/YLR220W/YGR172C/YOL003C/YMR071C/YLR246W/YCL057W/YBR015C/YDL137W/YNR048W/YJL004C/YGL161C/YJL178C/YGR247W/YDL100C/YJL099W/YKL165C/YKL006C-A/YNR066C/YIL041W/YGL002W/YDR245W/YNL263C/YDR503C/YJL139C/YMR079W/YKL039W/YAL042W/YCL001W/YBR080C/YNL183C/YBL017C/YER083C/YPL087W/YMR292W/YKL077W/YJL183W/YCR100C/YDR517W/YPR029C/YPL053C/YML067C/YDR108W/YNL323W/YMR010W/YDR472W/YIL014W/YOR079C/YHR181W/YNL029C/YGL198W/YML012W/YOR320C/YOR322C/YNL326C/YKR068C/YNL024C-A/YDR372C/YGL225W/YNR065C/YKL034W/YOL107W/YOL137W/YGR209C/YIL085C/YOR115C/YKR061W/YLR260W/YDR233C/YKL196C/YHR110W/YHL017W/YOR070C/YNL238W/YHR108W/YDR126W/YGL020C/YLR043C/YFL038C/YDR484W/YCR067C/YDR084C/YKR027W/YLR360W/YGL051W/YOR307C/YGL223C/YBR199W/YHR098C/YDL010W/YDL192W/YDL145C/YNL297C/YEL042W/YHR103W/YJR075W/YLR268W/YGL210W/YNL287W/YBR205W/YDR141C/YER074W-A/YDR100W/YLR240W/YMR162C/YIL076W/YJR040W/YJL029C/YJL204C/YHL031C/YKL212W/YBR288C/YEL048C/YML038C/YER122C/YML115C/YJL193W/YER001W/YGL137W/YBR164C/YDR027C/YGR120C/YBL069W/YGR127W/YFR051C/YCR043C/YJL186W/YFL048C/YBR097W/YNR026C/YDR264C/YMR237W/YDR170C/YJL024C/YDR137W/YGL257C/YAR033W/YLR078C/YCR068W/YER039C/YJR125C/YNL049C","CC","Golgi apparatus","A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."
